Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW
isl.ore,ISL,ore,2018,3468,6010,4601.148552,686.0730594,753.2,0.910877668,0.149109087,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
isl.bio,ISL,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
isr.coa,ISR,coa,2018,4667,20599,6191.914732,2351.484018,4840,0.485843805,0.37976686,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
isr.nga,ISR,nga,2018,6462,46039,8573.420399,5255.593607,9031,0.58195035,0.613010136,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
isr.oil,ISR,oil,2018,99,340,131.3476663,38.81278539,3199,0.012132787,0.295496574,0,0.188070568,0.120453488,0.005,0.06761708,2330
isr.nuc,ISR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
isr.wnd,ISR,wnd,2018,16,183,21.22790566,20.89041096,27,0.773718924,0.984101366,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
isr.sol,ISR,sol,2018,135,1574,179.110454,179.6803653,1076,0.166989187,1,0,0.05308502,0,0,0.05308502,850
isr.hyd,ISR,hyd,2018,0,NA,0,NA,7,0.676666667,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
isr.ore,ISR,ore,2018,21,0,27.86162618,0,0,0.404365079,1,0,0.133995187,2.56E-03,2.56E-03,0.131432489,4532.460317
isr.bio,ISR,bio,2018,0,0,0,0,20.20432648,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
ita.coa,ITA,coa,2018,7076,30956,9388.041279,3533.789954,7961.7,0.44384867,0.376413977,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
ita.nga,ITA,nga,2018,23111,128538,30662.38298,14673.28767,44737.5,0.327986313,0.478543617,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
ita.oil,ITA,oil,2018,4103,11029,5443.631058,1259.018265,2484.5,0.506749151,0.231282806,0,0.188070568,0.120453488,0.005,0.06761708,2330
ita.nuc,ITA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
ita.wnd,ITA,wnd,2018,1523,17716,2020.63127,2022.374429,10230.2,0.197686695,1,0,0.063717812,0.0057,0.0057,0.058017812,1600
ita.sol,ITA,sol,2018,1948,22654,2584.497514,2586.073059,20113.6,0.128573356,1,0,0.054313833,0,0,0.054313833,830
ita.hyd,ITA,hyd,2018,4195,48786,5565.691515,5569.178082,22498.6,0.247534428,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
ita.ore,ITA,ore,2018,9640,23520,12789.81316,2684.931507,767.2,0.385555556,0.209927344,0,0.131994276,0.004422222,0.004422222,0.127572053,4482.222222
ita.bio,ITA,bio,2018,1722,4191,2284.653347,478.4246575,6433.6,0.074363445,0.209407987,0,0.167742993,1.06E-01,7.96E-03,0.062020405,2988.181818
jam.coa,JAM,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
jam.nga,JAM,nga,2018,81,474,107.4662724,54.10958904,204,0.265243084,0.503502986,0.9,0.074743479,5.05E-02,3.24E-03,0.024247542,944.2857143
jam.oil,JAM,oil,2018,728,3382,965.8697076,386.0730594,885.6,0.435945189,0.399715465,0,0.188070568,0.120453488,0.005,0.06761708,2330
jam.nuc,JAM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
jam.wnd,JAM,wnd,2018,26,302,34.4953467,34.47488584,102,0.337989077,0.999406852,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
jam.sol,JAM,sol,2018,4,46,5.306976415,5.251141553,26,0.201966983,0.989478969,0,0.077021936,0,0,0.077021936,967.0967742
jam.hyd,JAM,hyd,2018,15,179,19.90116156,20.43378995,41,0.498385121,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
jam.ore,JAM,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
jam.bio,JAM,bio,2018,19,19,25.20813797,2.168949772,58.4,0.037139551,0.086041649,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
jor.coa,JOR,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
jor.nga,JOR,nga,2018,3402,16948,4513.583441,1934.703196,4204,0.460205327,0.428640175,0.9,0.070558068,0.049610363,0.0032,0.020947705,1000
jor.oil,JOR,oil,2018,321,1346,425.8848573,153.652968,227.3,0.67599194,0.360785234,0,0.188070568,0.120453488,0.005,0.06761708,2330
jor.nuc,JOR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
jor.wnd,JOR,wnd,2018,62,720,82.25813444,82.19178082,280.4,0.293123327,0.999193349,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
jor.sol,JOR,sol,2018,124,1441,164.5162689,164.4977169,698.5,0.235501384,0.999887233,0,0.077021936,0,0,0.077021936,967.0967742
jor.hyd,JOR,hyd,2018,2,23,2.653488208,2.625570776,12,0.218797565,0.989478969,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
jor.ore,JOR,ore,2018,1,4,1.326744104,0.456621005,0,0.400171531,0.344166598,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
jor.bio,JOR,bio,2018,0,0,0,0,3.5,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
jpn.coa,JPN,coa,2018,69983,338794,92849.53262,38675.11416,91315,0.423535171,0.416535367,0.9,0.091455863,0.055073975,0.0048,0.036381888,2060
jpn.nga,JPN,nga,2018,66835,377914,88672.94218,43140.86758,55810,0.772995298,0.486516704,0.9,0.069382293,4.97E-02,2.30E-03,0.019724779,1340
jpn.oil,JPN,oil,2018,10658,51815,14140.43866,5914.954338,38515.4,0.153573748,0.418300626,0,0.188070568,0.120453488,0.005,0.06761708,2330
jpn.nuc,JPN,nuc,2018,16918,64929,22445.85675,7411.986301,36354,0.203883652,0.330216235,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
jpn.wnd,JPN,wnd,2018,643,7481,853.0964587,853.9954338,3653,0.233779204,1,0,0.100024534,0.0046,0.0046,0.095424534,2720
jpn.sol,JPN,sol,2018,5388,62668,7148.497231,7153.881279,55501,0.128896439,1,0,0.110724276,0,0,0.110724276,1550
jpn.hyd,JPN,hyd,2018,6962,80968,9236.792451,9242.922374,50031,0.184743906,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
jpn.ore,JPN,ore,2018,6975,25552,9254.040124,2916.894977,2528.065023,0.365555556,0.315202327,0,0.193805719,0.003688889,0.003688889,0.19011683,5708.888889
jpn.bio,JPN,bio,2018,4297,21184,5701.019414,2418.26484,7700,0.314060369,0.424181127,0,0.216537472,0.145306548,0.0119,0.071230924,4150
kaz.coa,KAZ,coa,2018,23315,74833,30933.03878,8542.579909,12135,0.703962086,0.276163618,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
kaz.nga,KAZ,nga,2018,6731,21467,8930.314563,2450.570776,7117.6,0.344297344,0.274410354,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
kaz.oil,KAZ,oil,2018,203,63,269.3290531,7.191780822,1969.3,0.45,0.026702581,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
kaz.nuc,KAZ,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
kaz.wnd,KAZ,wnd,2018,40,461,53.06976415,52.62557078,121,0.434922073,0.99163001,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
kaz.sol,KAZ,sol,2018,33,384,43.78255543,43.83561644,209,0.209739792,1,0,0.077021936,0,0,0.077021936,967.0967742
kaz.hyd,KAZ,hyd,2018,894,10395,1186.109229,1186.643836,2602,0.456050667,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
kaz.ore,KAZ,ore,2018,0,1,0,0.114155251,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
kaz.bio,KAZ,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
ken.coa,KEN,coa,2018,0,0,0,0,57,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
ken.nga,KEN,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
ken.oil,KEN,oil,2018,600,2094,796.0464623,239.0410959,690.7,0.34608527,0.300285357,0,0.188070568,0.120453488,0.005,0.06761708,2330
ken.nuc,KEN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
ken.wnd,KEN,wnd,2018,25,291,33.1686026,33.21917808,336.1,0.098837186,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
ken.sol,KEN,sol,2018,7,85,9.287208727,9.703196347,93,0.104335445,1,0,0.077021936,0,0,0.077021936,967.0967742
ken.hyd,KEN,hyd,2018,343,3986,455.0732276,455.0228311,826.2,0.550741747,0.999889256,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
ken.ore,KEN,ore,2018,4459,5186,5915.951959,592.0091324,663,0.892924785,0.10006997,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
ken.bio,KEN,bio,2018,36,126,47.76278774,14.38356164,88,0.163449564,0.301145773,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
kgz.coa,KGZ,coa,2018,298,1093,395.3697429,124.7716895,316,0.394847119,0.315582292,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
kgz.nga,KGZ,nga,2018,25,80,33.1686026,9.132420091,400,0.02283105,0.275333278,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
kgz.oil,KGZ,oil,2018,14,33,18.57441745,3.767123288,8.956860731,0.420585225,0.20281246,0,0.188070568,0.120453488,0.005,0.06761708,2330
kgz.nuc,KGZ,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
kgz.wnd,KGZ,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
kgz.sol,KGZ,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
kgz.hyd,KGZ,hyd,2018,1231,14318,1633.221992,1634.474886,3677,0.444513159,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
kgz.ore,KGZ,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
kgz.bio,KGZ,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
khm.coa,KHM,coa,2018,749,3057,993.7313337,348.9726027,431,0.809681213,0.351173995,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
khm.nga,KHM,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
khm.oil,KHM,oil,2018,89,299,118.0802252,34.13242009,266.824,0.127921102,0.289061272,0,0.188070568,0.120453488,0.005,0.06761708,2330
khm.nuc,KHM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
khm.wnd,KHM,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
khm.sol,KHM,sol,2018,1,16,1.326744104,1.826484018,28,0.065231572,1,0,0.077021936,0.00E+00,0.00E+00,0.077021936,967.0967742
khm.hyd,KHM,hyd,2018,407,4737,539.9848502,540.7534247,1329.7,0.406673253,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
khm.ore,KHM,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
khm.bio,KHM,bio,2018,33,64,43.78255543,7.305936073,29.27,0.249604922,0.166868654,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
kor.coa,KOR,coa,2018,59437,258286,78857.6893,29484.7032,36970,0.797530517,0.373897631,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
kor.nga,KOR,nga,2018,25892,155542,34352.05834,17755.93607,37851,0.469100845,0.516881286,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
kor.oil,KOR,oil,2018,3143,13027,4169.956718,1487.100457,2950,0.50410185,0.356622516,0,0.188070568,0.120453488,0.005,0.06761708,2330
kor.nuc,KOR,nuc,2018,34786,133505,46152.12039,15240.2968,21850,0.697496421,0.330218778,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
kor.wnd,KOR,wnd,2018,212,2465,281.26975,281.3926941,1434,0.196229215,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
kor.sol,KOR,sol,2018,792,9208,1050.78133,1051.141553,7130,0.147425183,1,0,0.077021936,0,0,0.077021936,967.0967742
kor.hyd,KOR,hyd,2018,289,3359,383.429046,383.4474886,6490,0.059082818,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
kor.ore,KOR,ore,2018,1031,3757,1367.873171,428.8812785,255.9149543,0.400171531,0.313538775,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
kor.bio,KOR,bio,2018,1255,5165,1665.06385,589.6118721,2458,0.239874643,0.354107665,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
kwt.coa,KWT,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
kwt.nga,KWT,nga,2018,9332,43412,12381.17598,4955.707763,11173,0.443543163,0.400261475,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
kwt.oil,KWT,oil,2018,7575,30608,10050.08659,3494.063927,8250,0.4235229,0.347665057,0,0.188070568,0.120453488,0.005,0.06761708,2330
kwt.nuc,KWT,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
kwt.wnd,KWT,wnd,2018,2,18,2.653488208,2.054794521,12,0.171232877,0.774374845,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
kwt.sol,KWT,sol,2018,6,66,7.960464623,7.534246575,43,0.175215037,0.946458144,0,0.077021936,0,0,0.077021936,967.0967742
kwt.hyd,KWT,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
kwt.ore,KWT,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,2.56E-03,2.56E-03,0.147390433,4610.524834
kwt.bio,KWT,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
lao.coa,LAO,coa,2018,3319,12019,4403.463681,1372.031963,1878,0.73058145,0.31158017,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
lao.nga,LAO,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
lao.oil,LAO,oil,2018,0,0,0,0,85,0.45,0.323193916,0,0.188070568,0.120453488,0.005,0.06761708,2330
lao.nuc,LAO,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
lao.wnd,LAO,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
lao.sol,LAO,sol,2018,1,17,1.326744104,1.940639269,176,0.011026359,1,0,0.077021936,0,0,0.077021936,967.0967742
lao.hyd,LAO,hyd,2018,1920,22328,2547.348679,2548.858447,5112.14,0.498589328,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lao.ore,LAO,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lao.bio,LAO,bio,2018,17,45,22.55464976,5.136986301,0.999954338,0.771818182,0.227757307,0,0.167742993,1.06E-01,7.96E-03,0.062020405,2988.181818
lbn.coa,LBN,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
lbn.nga,LBN,nga,2018,0,0,0,0,870,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
lbn.oil,LBN,oil,2018,4865,20814,6454.610065,2376.027397,2312.684578,0.45,0.368113236,0,0.188070568,0.120453488,0.005,0.06761708,2330
lbn.nuc,LBN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
lbn.wnd,LBN,wnd,2018,1,6,1.326744104,0.684931507,3,0.228310502,0.516249897,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
lbn.sol,LBN,sol,2018,6,68,7.960464623,7.762557078,56,0.138617091,0.975138694,0,0.077021936,0,0,0.077021936,967.0967742
lbn.hyd,LBN,hyd,2018,30,348,39.80232311,39.7260274,279.6,0.142081643,0.998083134,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lbn.ore,LBN,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lbn.bio,LBN,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
lby.coa,LBY,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
lby.nga,LBY,nga,2018,5621,22407,7457.628607,2557.876712,6924,0.369421824,0.342987945,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
lby.oil,LBY,oil,2018,2795,11756,3708.24977,1342.009132,3300,0.406669434,0.361898258,0,0.188070568,0.120453488,0.005,0.06761708,2330
lby.nuc,LBY,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
lby.wnd,LBY,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
lby.sol,LBY,sol,2018,1,8,1.326744104,0.913242009,5,0.182648402,0.688333196,0,0.077021936,0,0,0.077021936,967.0967742
lby.hyd,LBY,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lby.ore,LBY,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lby.bio,LBY,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
lka.coa,LKA,coa,2018,1406,4764,1865.40221,543.8356164,900,0.604261796,0.291537993,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
lka.nga,LKA,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,5.05E-02,3.24E-03,0.024247542,944.2857143
lka.oil,LKA,oil,2018,794,3725,1053.434818,425.2283105,1220,0.348547795,0.403658872,0,0.188070568,0.120453488,0.005,0.06761708,2330
lka.nuc,LKA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
lka.wnd,LKA,wnd,2018,28,325,37.14883491,37.10045662,146,0.254112717,0.998697717,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
lka.sol,LKA,sol,2018,10,117,13.26744104,13.35616438,185,0.072195483,1,0,0.077021936,0,0,0.077021936,967.0967742
lka.hyd,LKA,hyd,2018,550,6401,729.7092571,730.7077626,1757,0.415883758,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lka.ore,LKA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lka.bio,LKA,bio,2018,57,87,75.62441392,9.931506849,61,0.162811588,0.131326728,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
ltu.coa,LTU,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
ltu.nga,LTU,nga,2018,194,330,257.3883561,37.67123288,1195,0.031524044,0.146359507,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
ltu.oil,LTU,oil,2018,23,131,30.51511439,14.9543379,975,0.015337782,0.490063308,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
ltu.nuc,LTU,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
ltu.wnd,LTU,wnd,2018,98,1144,130.0209222,130.5936073,533,0.245016149,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
ltu.sol,LTU,sol,2018,7,87,9.287208727,9.931506849,83,0.119656709,1,0,0.077021936,0,0,0.077021936,967.0967742
ltu.hyd,LTU,hyd,2018,37,431,49.08953184,49.20091324,1028,0.047860811,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
ltu.ore,LTU,ore,2018,83,272,110.1197606,31.05022831,0,0.400171531,0.281967815,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
ltu.bio,LTU,bio,2018,188,355,249.4278915,40.52511416,103,0.39344771,0.162472264,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
lux.coa,LUX,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
lux.nga,LUX,nga,2018,60,195,79.60464623,22.26027397,93,0.239357785,0.279635361,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
lux.oil,LUX,oil,2018,0,0,0,0,0,0.45,0.323193916,0,0.188070568,0.120453488,0.005,0.06761708,2330
lux.nuc,LUX,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
lux.wnd,LUX,wnd,2018,22,255,29.18837028,29.10958904,123,0.236663326,0.997300937,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
lux.sol,LUX,sol,2018,10,120,13.26744104,13.69863014,131,0.104569696,1,0,0.077021936,0,0,0.077021936,967.0967742
lux.hyd,LUX,hyd,2018,8,93,10.61395283,10.61643836,1333,0.676666667,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lux.ore,LUX,ore,2018,49,199,65.01046109,22.71689498,0,0.400171531,0.349434454,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lux.bio,LUX,bio,2018,47,95,62.35697288,10.84474886,44,0.246471565,0.173913972,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
lva.coa,LVA,coa,2018,4,7,5.306976415,0.799086758,0.82956621,0.963258566,0.150572887,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
lva.nga,LVA,nga,2018,582,3219,772.1650684,367.4657534,1111.1,0.330722485,0.475890154,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
lva.oil,LVA,oil,2018,0,0,0,0,23.8,0.45,0.323193916,0,0.188070568,0.120453488,0.005,0.06761708,2330
lva.nuc,LVA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
lva.wnd,LVA,wnd,2018,10,122,13.26744104,13.92694064,78,0.178550521,1,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
lva.sol,LVA,sol,2018,0,1,0,0.114155251,2,0.057077626,1,0,0.077021936,0,0,0.077021936,967.0967742
lva.hyd,LVA,hyd,2018,209,2432,277.2895177,277.6255708,1565,0.177396531,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
lva.ore,LVA,ore,2018,79,374,104.8127842,42.69406393,0,0.400171531,0.407336417,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
lva.bio,LVA,bio,2018,279,570,370.161605,65.06849315,134.1,0.485223663,0.175784015,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
mar.coa,MAR,coa,2018,4919,21261,6526.254247,2427.054795,4281,0.566936415,0.371890935,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
mar.nga,MAR,nga,2018,855,5198,1134.366209,593.3789954,1279,0.463939793,0.523092975,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
mar.oil,MAR,oil,2018,301,1289,399.3499752,147.1461187,1677,0.087743661,0.368464074,0,0.188070568,0.120453488,0.005,0.06761708,2330
mar.nuc,MAR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
mar.wnd,MAR,wnd,2018,330,3841,437.8255543,438.4703196,1220,0.359401901,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
mar.sol,MAR,sol,2018,247,950,327.7057936,108.4474886,711,0.152528113,0.330929421,0,0.077021936,0.00E+00,0.00E+00,0.077021936,967.0967742
mar.hyd,MAR,hyd,2018,146,1693,193.7046392,193.2648402,1770,0.109189175,0.997729538,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
mar.ore,MAR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
mar.bio,MAR,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
mda.coa,MDA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
mda.nga,MDA,nga,2018,1297,5051,1720.787103,576.5981735,2947.38,0.195630755,0.335078158,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
mda.oil,MDA,oil,2018,7,8,9.287208727,0.913242009,2.52,0.362397623,0.098333314,0,0.188070568,0.120453488,0.005,0.06761708,2330
mda.nuc,MDA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
mda.wnd,MDA,wnd,2018,2,23,2.653488208,2.625570776,2.614155251,0.346428571,0.989478969,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
mda.sol,MDA,sol,2018,0,3,0,0.342465753,2,0.171232877,1,0,0.077021936,0,0,0.077021936,967.0967742
mda.hyd,MDA,hyd,2018,24,276,31.84185849,31.50684932,64,0.492294521,0.989478969,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
mda.ore,MDA,ore,2018,7,30,9.287208727,3.424657534,0,0.400171531,0.368749926,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
mda.bio,MDA,bio,2018,0,0,0,0,2.260273973,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
mex.coa,MEX,coa,2018,7808,29144,10359.21796,3326.940639,9044,0.367861636,0.321157509,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
